,links
369,ming dynasty
370,history of religion
371,old french
372,anglo-norman
373,ce
374,latin
375,religiō
376,cicero
377,tom harpur
378,joseph campbell
379,st. augustine
380,lactantius
381,monastic orders
382,golden fleece
383,religion of avys
384,religio
385,conscientiousness
386,right
387,obligation
388,duty
389,worship
390,doctrine
391,knowledge
392,god
393,ancient romans
394,hesitation
395,anxiety
396,fear
397,english
398,worldly
399,church
400,civil authorities
401,peace of augsburg
402,christian reus-smit
403,sovereign states
404,julius caesar
405,pliny the elder
406,night sky
407,ancient greece
408,late antiquity
409,josephus
410,timeline of religion
411,christendom
412,protestant reformation
413,globalization
414,age of exploration
415,bible
416,quran
417,judaism
418,halakha
419,jewish identity
420,christian church
421,herodotus
422,new testament
423,medieval period
424,arabic
425,din
426,sanskrit
427,dharma
428,south asia
429,study of law
430,penance through piety
431,ceremonial as well as practical traditions
432,world religions
433,indian subcontinent
434,philologist
435,max müller
436,piety
437,definition of religion
438,
439,christianity
440,islam
441,hinduism
442,buddhism
443,judaism
444,baháʼí faith
445,eckankar
446,sikhism
447,jainism
448,wicca
449,unitarian universalism
450,shinto
451,taoism
452,thelema
453,tenrikyo
454,zoroastrianism
455,modern era
456,west
457,peace of westphalia
458,dichotomous
459,clifford geertz
460,antoine vergote
461,peter mandaville
462,paul james
463,
464,buryatia
465,friedrich schleiermacher
466,georg wilhelm friedrich hegel
467,better source needed
468,edward burnett tylor
469,idolatry
470,the varieties of religious experience
471,william james
472,émile durkheim
473,the elementary forms of the religious life
474,sacred things
475,frederick ferré
476,paul tillich
477,richard dawkins
478,religious beliefs
479,faith
480,reason
481,mythology
482,
483,kurukshetra war
484,hindu epic
485,mahabharata
486,hindu mythology
487,polytheistic
488,rome
489,scandinavia
490,mythology
491,cultures
492,anthropology of religion
493,joseph campbell
494,resurrection
495,jesus
496,symbolism
497,religious behaviour
498,cult (religious practice)
499,rituals
500,sermons
501,deity
502,goddess
503,sacrifices
504,festivals
505,feasts
506,trances
507,initiations
508,funerary services
509,matrimonial services
510,meditation
511,prayer
512,religious music
513,religious art
514,sacred dance
515,public service
516,clergy
517,religious studies
518,classifications of religious movements
519,theology
520,comparative religion
521,history of religion
522,evolutionary origin of religions
523,anthropology of religion
524,psychology of religion
525,neuroscience of religion
526,evolutionary psychology of religion
527,law and religion
528,sociology of religion
529,animism
530,magic
531,e.b. tylor
532,j.g. frazer
533,psycho-analytic
534,sigmund freud
535,émile durkheim
536,karl marx
537,max weber
538,mircea eliade
539,e.e. evans-pritchard
540,clifford geertz
541,michael stausberg
542,cognitive
543,theories of religion
544,sociological
545,anthropological
546,origin
547,function of religion
548,religious belief
549,practice
550,history of religion
551,
552,yazılıkaya
553,turkey
554,anthropologists
555,development of religion
556,laws
557,cosmology
558,education
559,hospitals
560,family
561,government
562,political
563,religious studies
564,clifford geertz
565,talal asad
566,anthropological
567,social constructionism
568,social constructionism
569,spiritual
570,worship
571,abrahamic religions
572,cognitive science of religion
573,religion and schizophrenia
574,cognitive psychology
575,evolutionary psychology
576,cognitive anthropology
577,artificial intelligence
578,cognitive neuroscience
579,neurobiology
580,zoology
581,ethology
582,hallucinations
583,delusions related to religious content
584,schizophrenia
585,temporal lobe epilepsy
586,obsessive–compulsive disorder
587,comparative religion
588,study of religions
589,ethics
590,metaphysics
591,salvation
592,sacred
593,numinous
594,spiritual
595,divine
596,main world religions
597,middle eastern religions
598,zoroastrianism
599,iranian religions
600,indian religions
601,east asian religions
602,history of religion
603,
604,major denominations and religions of the world
605,comparative religion
606,studying the subject
607,world religions
608,transcultural
609,indigenous religions
610,new religious movements
611,clarification needed
612,universal religions
613,ethnic religions
614,major religious groups
615,list of religious populations
616,
617,
618,
619,
620,
621,
622,world religions
623,christians
624,muslims
625,hindus
626,buddhists
627,sikhs
628,jews
629,syncretism
630,christianity
631,christianity by country
632,islam
633,islam by country
634,hinduism
635,hinduism by country
636,buddhism
637,buddhism by country
638,folk religion
639,religions by country
640,
641,not religious
642,atheists
643,syncretism
644,global religiosity may be increasing
645,list of religions and spiritual traditions
646,
647,abraham
648,józsef molnár
649,abrahamic religions
650,monotheistic
651,abraham
652,judaism
653,
654,torah
655,judaism
656,ancient israel and judah
657,torah
658,tanakh
659,hebrew bible
660,midrash
661,talmud
662,rabbinic judaism
663,commandments
664,moses
665,mount sinai
666,written
667,oral torah
668,jewish people
669,temple in jerusalem
670,jewish religious movements
671,orthodox judaism
672,haredi judaism
673,modern orthodox judaism
674,conservative judaism
675,reform judaism
676,
677,christianity
678,jesus
679,christ
680,son of god
681,savior
682,trinity
683,father
684,son
685,holy spirit
686,one godhead
687,nicene creed
688,byzantine empire
689,western europe
690,missionary work
691,world's largest religion
692,catholic church
693,bishop of rome
694,communion
695,sui iuris
696,latin church
697,eastern catholic churches
698,maronite
699,eastern christianity
700,eastern orthodoxy
701,oriental orthodoxy
702,church of the east
703,protestantism
704,protestant reformation
705,denominations
706,anglicanism
707,baptists
708,calvinism
709,lutheranism
710,methodism
711,restorationism
712,apostolic early church
713,latter-day saint movement
714,joseph smith
715,jehovah's witnesses
716,charles taze russell
717,
718,muslims
719,circumambulating
720,kaaba
721,mecca
722,saudi arabia
723,most sacred site
724,islam
725,islam
726,monotheistic
727,quran
728,holy books
729,revealed
730,god
731,teachings (hadith)
732,islamic prophet
733,muhammad
734,abrahamic
735,muhammad
736,southeast asia
737,north africa
738,western asia
739,central asia
740,muslim-majority countries
741,south asia
742,sub-saharan africa
743,southeast europe
744,islamic republics
745,iran
746,pakistan
747,mauritania
748,afghanistan
749,earth's population
750,muslims
751,sunni islam
752,sunnah
753,sahabah
754,shia islam
755,ali
756,muwahhidism
757,salafism
758,nation of islam
759,ibadi
760,sufism
761,quranism
762,mahdavia
763,ahmadiyya
764,non-denominational muslims
765,wahhabism
766,schools of thought
767,kingdom of saudi arabia
768,
769,baháʼí
770,baháʼí faith
771,new religious movement
772,bahá'u'lláh
773,bábism
774,orthodox baháʼí faith
775,samaritanism
776,state of palestine
777,rastafari movement
778,druze
779,isma'ilism
780,islamic school
781,muslims
782,mandaeism
783,sabians
784,gnostic
785,monotheistic
786,ethnic religion
787,mandaeans
788,john the baptist
789,east asian religions
790,
791,temple of heaven
792,temple
793,taoism
794,confucianism
795,chinese folk religion
796,han chinese
797,metonymy
798,chinese cultural sphere
799,confucianism
800,taoism
801,buddhism
802,wuism
803,chen tao
804,falun gong
805,yiguandao
806,east asia
807,southeast asia
808,korean shamanism
809,chondogyo
810,jeung san do
811,indigenous philippine folk religions
812,philippines
813,shinto
814,shugendo
815,ryukyuan religion
816,japanese new religions
817,satsana phi
818,vietnamese folk religion
819,cao đài
820,hòa hảo
821,indian religions
822,indian subcontinent
823,dharma
824,
825,padmanabhaswamy temple
826,vishnu
827,thiruvananthapuram
828,hinduism
829,dharma
830,vedas
831,sanātana dharma
832,human history
833,synecdoche
834,vaishnavism
835,shaivism
836,related groups
837,indian subcontinent
838,karma
839,caste
840,reincarnation
841,mantras
842,yantras
843,darśana
844,
845,gommateshwara statue
846,karnataka
847,jainism
848,rishabhanatha
849,ahimsa
850,non-violence
851,truth
852,anekantavada
853,karmas
854,saṃsāra
855,nirvana
856,mahavira
857,buddha
858,parshvanatha
859,digambara
860,pravachanasara
861,samayasara
862,kundakunda
863,amritchandra
864,original canon
865,shwetambara
866,jain agamas
867,sthulibhadra
868,
869,vientiane
870,buddhism
871,siddhartha gautama
872,sentient beings
873,suffering (dukkha)
874,true nature of phenomena
875,saṃsāra
876,nirvana
877,theravada
878,sri lanka
879,pali canon
880,mahayana
881,in china
882,in vietnam
883,korea
884,japan
885,in europe and the united states
886,zen
887,pure land
888,soka gakkai
889,
890,vajrayana
891,mikkyō
892,hòa hảo
893,navayana
894,dalit buddhist movement
895,
896,guru nanak
897,sikhism
898,panentheistic
899,guru nanak
900,sikh gurus
901,punjab
902,fifth-largest
903,organized religion
904,sikhs
905,vices
906,guru granth sahib
907,waheguru
908,ik ōaṅkār
909,praxis
910,
911,
912,
913,
914,city god
915,magong
916,indigenous religions
917,folk religions
918,shamanism
919,animism
920,ancestor worship
921,syncretic
922,australian aboriginal religions
923,native american religions
924,
925,shango
926,orisha
927,yoruba religion
928,traditional african religion
929,african diasporic religions
930,african traditional religion
931,akan religion
932,dahomey (fon) mythology
933,efik mythology
934,odinani
935,serer religion (a ƭat roog)
936,yoruba religion
937,bushongo mythology
938,mbuti (pygmy) mythology
939,lugbara mythology
940,dinka religion
941,lotuko mythology
942,akamba mythology
943,masai mythology
944,malagasy mythology
945,san religion
946,lozi mythology
947,tumbuka mythology
948,zulu mythology
949,bantu mythology
950,berber
951,ancient egyptian
952,african diasporic religions
953,santeria
954,candomble
955,vodun
956,lucumi
957,umbanda
958,macumba
959,
960,ateshgah of baku
961,iranian religions
962,islamization
963,greater iran
964,zoroastrianism
965,zoroaster
966,creator
967,ahura mazda
968,kurdish religions
969,yazidi
970,alevi
971,ahl-e haqq
972,yazdânism
973,new religious movement
974,list of new religious movements
975,baháʼí faith
976,cao đài
977,syncretistic
978,monotheistic
979,vietnam
980,eckankar
981,pantheistic
982,epicureanism
983,hindu reform movements
984,ayyavazhi
985,swaminarayan faith
986,ananda marga
987,japanese new religions
988,soka gakkai
989,tenrikyo
990,seicho-no-ie
991,jehovah's witnesses
992,non-trinitarian
993,christian
994,millenarian
995,neo-druidism
996,druids
997,modern pagan
998,pagan
999,heathenry
1000,hellenism
1001,kemeticism
1002,noahidism
1003,seven laws of noah
1004,parody religion
1005,jediism
1006,pastafarianism
1007,dudeism
1008,satanism
1009,theistic satanism
1010,laveyan satanism
1011,the satanic temple
1012,scientology
1013,cult
1014,scam
1015,commercial business
1016,ufo cult
1017,aliens
1018,auditing
1019,ufo religions
1020,raëlism
1021,aetherius society
1022,marshall vian summers
1023,unitarian universalism
1024,creed
1025,theology
1026,wicca
1027,gerald gardner
1028,law and religion
1029,secularization
1030,faith and rationality
1031,relationship between religion and science
1032,epistemology
1033,science
1034,empirical evidence
1035,revelation
1036,faith
1037,sacredness
1038,metaphysical
1039,natural philosophy
1040,natural science
1041,scientific method
1042,theories
1043,experiments
1044,cosmological
1045,universe
1046,theories
1047,de facto
1048,general relativity
1049,natural selection
1050,gravity
1051,evolution
1052,albert einstein
1053,morality and religion
1054,triple jems of jainism
1055,judaism's
1056,halacha
1057,islam's
1058,sharia
1059,catholicism's
1060,canon law
1061,buddhism's
1062,noble eightfold path
1063,zoroastrianism's
1064,secular basis
1065,religion in politics
1066,sharia
1067,the islamic republic of iran
1068,muslims
1069,united states
1070,kyrsten sinema
1071,same-sex marriage
1072,abortion
1073,catholic
1074,european leaders are atheists
1075,france
1076,francois hollande
1077,alexis tsipras
1078,india
1079,when?
1080,china
1081,japan
1082,secularism
1083,secularization
1084,
1085,ranjit singh
1086,secular rule
1087,punjab
1088,secular
1089,economics of religion
1090,religion and business
1091,wealth and religion
1092,
1093,max weber
1094,protestant work ethic
1095,christians
1096,muslims
1097,hindus
1098,jews
1099,irreligion
1100,religion and health
1101,mayo clinic
1102,religious violence
1103,islam and violence
1104,christianity and violence
1105,judaism and violence
1106,hector avalos
1107,regina schwartz
1108,christopher hitchens
1109,page needed
1110,richard dawkins
1111,page needed
1112,animal sacrifice
1113,animal sacrifice
1114,ritual
1115,deity
1116,india
1117,superstition
1118,magical thinking
1119,magic and religion
1120,polybius
1121,ancient rome
1122,instrumentum regni
1123,empire
1124,atheists
1125,deists
1126,skeptics
1127,catechism of the catholic church
1128,atheism
1129,agnosticism
1130,irreligion
1131,antireligion
1132,humanism
1133,criticism of atheism
1134,atheist
1135,nontheistic
1136,irreligion
1137,antireligion
1138,interfaith dialogue
1139,who?
1140,interfaith
1141,religious peacebuilding
1142,parliament of the world's religions
1143,chicago world's fair
1144,christian–jewish reconciliation
1145,united nations
1146,paul tillich
1147,ernst troeltsch
1148,criticism of religion
1149,criticism
1150,
1151,religion portal
1152,cosmogony
1153,index of religion-related articles
1154,life stance
1155,list of foods with religious symbolism
1156,list of religion-related awards
1157,list of religious texts
1158,matriarchal religion
1159,museum of the history of religion
1160,nontheistic religions
1161,outline of religion
1162,priest
1163,religion and happiness
1164,religious conversion
1165,religious discrimination
1166,social conditioning
1167,socialization
1168,theocracy
1169,theology of religions
1170,why there is anything at all
1171,four noble truths
1172,rené guénon
1173,introduction to the study of the hindu doctrines
1174,isbn
1175,0-900588-74-8
1176,wiley
1177,isbn
1178,978-0-470-67350-8
1179,isbn
1180,978-0-300-15416-0
1181,internet encyclopedia of philosophy
1182,pew research center
1183,eileen barker
1184,routledge
1185,isbn
1186,0-415-20050-4
1187,doi
1188,isbn
1189,978-1-13900-118-2
1190,"james, paul"
1191,online etymology dictionary
1192,wayback machine
1193,isbn
1194,0-88762-145-7
1195,the power of myth
1196,isbn
1197,0-385-41886-8
1198,the waning of the middle ages
1199,isbn
1200,978-0-226-18448-7
1201,isbn
1202,978-0-226-31783-0
1203,isbn
1204,978-0-470-67350-8
1205,isbn
1206,978-0-8232-7120-7
1207,doi
1208,issn
1209,s2cid
1210,isbn
1211,978-1-60506-355-3
1212,isbn
1213,978-0-8232-7120-7
1214,isbn
1215,978-0367691806
1216,isbn
1217,978-0-521-89293-3
1218,isbn
1219,978-0-8018-8756-7
1220,isbn
1221,978-0-19-530009-3
1222,"smith, wilfred cantwell"
1223,isbn
1224,9780195380774
1225,isbn
1226,978-0-300-15416-0
1227,isbn
1228,978-0-521-89293-3
1229,isbn
1230,978-0-300-15416-0
1231,isbn
1232,978-0-470-67350-8
1233,wayback machine
1234,solomon zeitlin
1235,isbn
1236,978-1-4786-1059-5
1237,isbn
1238,978-1-118-95342-6
1239,isbn
1240,978-0-8135-7161-4
1241,"kuroda, toshio"
1242,jacqueline i. stone
1243,isbn
1244,978-0-226-18448-7
1245,isbn
1246,978-0-226-41234-4
1247,isbn
1248,978-0-470-67350-8
1249,isbn
1250,978-0-470-67350-8
1251,isbn
1252,978-0-19-803729-3
1253,isbn
1254,978-1-134-42935-6
1255,isbn
1256,978-0-226-41234-4
1257,isbn
1258,978-0-19-992494-3
1259,max müller
1260,max müller
1261,isbn
1262,3-7022-2508-0
1263,isbn
1264,3-7022-2508-0
1265,wayback machine
1266,citeseerx
1267,doi
1268,hdl
1269,issn
1270,"eliade, mircea"
1271,macmillan reference us
1272,isbn
1273,978-1-59451-565-1
1274,cite book
1275,link
1276,doi
1277,s2cid
1278,max müller
1279,wayback machine
1280,skeptical inquirer
1281,center for inquiry
1282,isbn
1283,0-385-24774-5
1284,isbn
1285,1-57731-202-3
1286,wayback machine
1287,isbn
1288,978-0-19-285346-2
1289,isbn
1290,978-0-19-285346-2
1291,issn
1292,doi
1293,doi
1294,pmid
1295,doi
1296,pmid
1297,doi
1298,pmid
1299,s2cid
1300,doi
1301,pmc
1302,pmid
1303,pmid
1304,isbn
1305,978-0-19-538487-1
1306,encyclopædia britannica
1307,"harvey, graham"
1308,isbn
1309,0-19-516655-8
1310,isbn
1311,0-521-56635-5
1312,isbn
1313,978-0-415-33311-5
1314,isbn
1315,0-8147-6701-x
1316,isbn
1317,0-226-50988-5
1318,wayback machine
1319,pew research center
1320,doi
1321,isbn
1322,978-1139001182
1323,isbn
1324,978-90-5356-938-2
1325,converts
1326,paulist press
1327,isbn
1328,978-0-8091-4227-9
1329,pilgrims
1330,isbn
1331,978-0-8272-0463-8
1332,"beit-hallahmi, benjamin"
1333,isbn
1334,978-0-8239-1505-7
1335,james lewis
1336,prometheus books
1337,isbn
1338,978-0-03-052596-4
1339,"bearman, p."
1340,"bianquis, th."
1341,"bosworth, c.e."
1342,"van donzel, e."
1343,"heinrichs, w.p."
1344,doi
1345,doi
1346,isbn
1347,978-90-04-33943-9
1348,new york
1349,oxford university press
1350,american academy of religion
1351,doi
1352,isbn
1353,978-0-19-515385-9
1354,oclc
1355,ginza rabba
1356,isbn
1357,978-0-7391-0673-0
1358,isbn
1359,978-0-7914-8011-3
1360,isbn
1361,0-203-18593-5
1362,isbn
1363,0-86171-179-3
1364,isbn
1365,4-7674-2015-6
1366,wayback machine
1367,wayback machine
1368,isbn
1369,978-1-317-54429-6
1370,isbn
1371,978-0-85772-061-0
1372,isbn
1373,978-1-7367792-0-0
1374,doi
1375,hdl
1376,s2cid
1377,"beit-hallahmi, benjamin"
1378,marburg journal of religion
1379,university of marburg
1380,doi
1381,"behar, richard"
1382,the thriving cult of greed and power
1383,time
1384,cambridge university press
1385,isbn
1386,9781108489782
1387,council of europe
1388,studies in religion/sciences religieuses
1389,sage publishing
1390,doi
1391,s2cid
1392,doi
1393,s2cid
1394,doi
1395,s2cid
1396,doi
1397,jstor
1398,doi
1399,s2cid
1400,isbn
1401,978-0-8028-2823-1
1402,isbn
1403,978-0-226-08928-7
1404,isbn
1405,978-0-226-48214-9
1406,doi
1407,jstor
1408,isbn
1409,978-0-06-167011-4
1410,isbn
1411,978-0-07-803824-2
1412,wayback machine
1413,wayback machine
1414,wayback machine
1415,the protestant ethic and the spirit of capitalism
1416,doi
1417,pmid
1418,doi
1419,pmid
1420,doi
1421,s2cid
1422,doi
1423,s2cid
1424,"kubzansky, laura d."
1425,doi
1426,pmid
1427,isbn
1428,978-1-61614-218-6
1429,isbn
1430,978-1-61614-218-6
1431,the histories
1432,doi
1433,pmc
1434,pmid
1435,"boyer, pascal"
1436,religion explained
1437,isbn
1438,978-0-465-00696-0
1439,permanent dead link
1440,isbn
1441,978-0-557-70991-5
1442,oclc
1443,isbn
1444,978-1-83947-363-0
1445,wayback machine
1446,wayback machine
1447,wayback machine
1448,wayback machine
1449,issn
1450,isbn
1451,978-0-521-77431-4
1452,isbn
1453,0-14-044558-7
1454,isbn
1455,0-672-60191-5
1456,wayback machine
1457,"dundas, paul"
1458,routledge
1459,isbn
1460,978-0-415-26605-5
1461,isbn
1462,1-56731-012-5
1463,isbn
1464,1-56731-014-1
1465,isbn
1466,0-671-01200-2
1467,marija gimbutas
1468,isbn
1469,0-385-26520-4
1470,isbn
1471,0-385-42093-5
1472,isbn
1473,0-393-05184-6
1474,isbn
1475,1-57863-374-5
1476,"korotayev, andrey"
1477,"lewiston, new york"
1478,edwin mellen press
1479,isbn
1480,0-7734-6310-0
1481,wayback machine
1482,"massignon, louis"
1483,isbn
1484,0-8425-2350-2
1485,isbn
1486,1-57181-219-9
1487,isbn
1488,0-8356-0587-6
1489,"wallace, anthony f.c."
1490,random house
1491,isbn
1492,0-88687-964-7
1493,"doniger, wendy"
1494,encyclopaedia britannica
1495,isbn
1496,978-1593392666
1497,"eliade, mircea"
1498,isbn
1499,0029094801
1500,"juergensmeyer, mark"
1501,isbn
1502,978-0-7619-2729-7
1503,"melton, j. gordon"
1504,isbn
1505,978-1-59884-203-6
1506,isbn
1507,9781576076453
1508,isbn
1509,978-0-7546-2494-3
1510,"bellarmine, robert"
1511,"inglehart, ronald f."
1512,foreign affairs
1513,isbn
1514,978-0-02-388430-6
1515,oclc
1516,library resources
1517,"zalta, edward n."
1518,stanford encyclopedia of philosophy
1519,curlie
1520,[usurped]
1521,v
1522,t
1523,e
1524,religious groups and denominations
1525,western
1526,abrahamic
1527,judaism
1528,orthodox
1529,haredi
1530,hasidic
1531,modern
1532,zionist
1533,conservative
1534,reform
1535,karaite
1536,haymanot
1537,reconstructionist
1538,renewal
1539,humanistic
1540,list
1541,christianity
1542,catholicism
1543,latin
1544,eastern
1545,eastern orthodoxy
1546,church
1547,oriental orthodoxy
1548,nestorianism
1549,ancient
1550,assyrian
1551,proto-protestantism
1552,hussites
1553,moravians
1554,waldensians
1555,protestantism
1556,adventism
1557,anabaptism
1558,amish
1559,brethren
1560,hutterites
1561,mennonites
1562,schwenkfelder church
1563,anglicanism
1564,baptists
1565,calvinism
1566,congregationalism
1567,presbyterianism
1568,reformed
1569,charismatic christianity
1570,pentecostal
1571,charismatic
1572,neo-charismatic
1573,evangelicalism
1574,irvingism
1575,lutheran
1576,methodist
1577,holiness
1578,nondenominational
1579,plymouth brethren
1580,quakerism
1581,restorationism
1582,esoteric
1583,independent catholicism
1584,judaizers
1585,nontrinitarianism
1586,bible students
1587,jehovah's witnesses
1588,british israelism
1589,christadelphians
1590,mormonism
1591,oneness pentecostalism
1592,spiritual
1593,swedenborgianism
1594,tolstoyan
1595,unitarianism
1596,list
1597,islam
1598,sunni
1599,ash'arism
1600,maturidism
1601,atharism
1602,salafism
1603,wahhabism
1604,modernist salafism
1605,shia
1606,twelver shi'ism
1607,zaydism
1608,isma'ilism
1609,alawis
1610,sufism
1611,khawarij
1612,ibadism
1613,alevism
1614,ahmadi
1615,mahdawi movement
1616,quranism
1617,milah abraham
1618,non-denominational
1619,list
1620,ali-illahism
1621,bábism
1622,baháʼí
1623,druze
1624,mandaeism
1625,rastafari
1626,samaritanism
1627,iranian
1628,zoroastrianism
1629,yazidism
1630,yarsanism
1631,assianism/uatsdin
1632,roshani
1633,eastern
1634,east asian
1635,chinese
1636,chinese folk religion
1637,confucianism
1638,luoism
1639,nuo
1640,salvationist
1641,xiantiandao
1642,yiguandao
1643,taoism
1644,folk taoism
1645,yao taoism
1646,japanese
1647,shinto
1648,list
1649,shugendō
1650,tenrikyo
1651,ryukyuan
1652,korean
1653,korean shamanism
1654,cheondoism
1655,jeungsanism
1656,vietnamese
1657,vietnamese folk religion
1658,đạo mẫu
1659,caodaism
1660,hoahaoism
1661,đạo bửu sơn kỳ hương
1662,indian
1663,hinduism
1664,vaishnavism
1665,krishnaism
1666,sri vaishnavism
1667,brahma sampradaya
1668,nimbarka sampradaya
1669,pushtimarg
1670,mahanubhava
1671,ramanandi
1672,warkari
1673,swaminarayan
1674,shaivism
1675,shaiva siddhanta
1676,ganapatya
1677,kashmiri
1678,kapalika
1679,kaumaram
1680,lingayatism
1681,nath
1682,balinese
1683,shaktism
1684,smartism
1685,sauraism
1686,śrauta
1687,sant mat
1688,neo-hinduism
1689,list
1690,buddhism
1691,theravada
1692,mahayana
1693,chan
1694,zen
1695,thiền
1696,amidism
1697,nichiren
1698,vajrayana
1699,tibetan
1700,neo-buddhism
1701,list
1702,ayyavazhi
1703,kalash
1704,jainism
1705,digambara
1706,śvētāmbara
1707,sarnaism
1708,kirat mundhum
1709,srilankan vedda
1710,ravidassia
1711,sikhism
1712,khalsa
1713,sects
1714,ethnic
1715,altaic
1716,turko
1717,mongolic
1718,burkhanism
1719,tengrism
1720,vattisen yaly
1721,tungusic
1722,evenki
1723,manchu
1724,austroasiatic
1725,sarnaism
1726,austronesian
1727,batak parmalim
1728,dayak
1729,kaharingan
1730,traditional sabahan religions
1731,aliran kepercayaan
1732,kejawèn
1733,kapitayan
1734,karo pemena
1735,malaysian
1736,philippine dayawism
1737,tagalog
1738,polynesian
